customer_id,churn_flag,churn_reason,exit_month
15725665,1,Poor customer service,2024-01
15786196,1,Too many fees,2024-01
15612095,1,Better rates elsewhere,2023-01
15757559,1,Peer recommendation,2024-01
15591036,1,Too many fees,2023-04
15566988,1,Moved to another country,2023-04
15594340,1,Better rates elsewhere,2024-04
15773723,1,Product not suitable,2023-04
15791958,1,Better rates elsewhere,2023-07
15695339,1,Too many fees,2023-01
15714575,1,Digital experience issues,2023-04
15806808,1,Better rates elsewhere,2023-04
15657535,1,Moved to another country,2024-01
15649024,1,Better rates elsewhere,2023-01
15728917,1,Digital experience issues,2023-01
15571193,1,Poor customer service,2023-01
15623499,1,Better rates elsewhere,2023-01
15807163,1,Better rates elsewhere,2023-04
15679738,1,Moved to another country,2023-04
15601811,1,Poor customer service,2024-04
15658577,1,Digital experience issues,2023-04
15606887,1,Product not suitable,2023-01
15783007,1,Poor customer service,2023-04
15747323,1,Too many fees,2023-10
15805690,1,Better rates elsewhere,2023-01
15612139,1,Better rates elsewhere,2024-01
15673439,1,Better rates elsewhere,2024-04
15669011,1,Poor customer service,2024-01
15773013,1,Poor customer service,2023-01
15684868,1,Too many fees,2024-01
15669253,1,Product not suitable,2024-04
15758023,1,Better rates elsewhere,2023-04
15674720,1,Too many fees,2023-04
15725945,1,Peer recommendation,2023-10
15813159,1,Moved to another country,2023-04
15603880,1,Moved to another country,2023-07
15596992,1,Too many fees,2024-01
15730759,1,Peer recommendation,2024-01
15615050,1,Moved to another country,2023-07
15743498,1,Better rates elsewhere,2024-01
15588695,1,Moved to another country,2024-01
15750731,1,Poor customer service,2023-07
15710105,1,Better rates elsewhere,2024-01
15662488,1,Digital experience issues,2024-01
15577313,1,Product not suitable,2023-07
15749401,1,Too many fees,2023-10
15720371,1,Digital experience issues,2024-04
15717984,1,Product not suitable,2024-04
15625761,1,Better rates elsewhere,2023-10
15627995,1,Product not suitable,2023-01
15801942,1,Product not suitable,2023-07
15656822,1,Better rates elsewhere,2024-04
15813974,1,Poor customer service,2023-07
15664339,1,Too many fees,2024-04
15703037,1,Better rates elsewhere,2023-10
15609558,1,Better rates elsewhere,2023-10
15645200,1,Poor customer service,2023-07
15616221,1,Product not suitable,2023-10
15714062,1,Digital experience issues,2023-01
15603554,1,Better rates elsewhere,2024-04
15792305,1,Better rates elsewhere,2023-07
15729238,1,Poor customer service,2024-01
15718242,1,Poor customer service,2023-07
15771442,1,Digital experience issues,2024-04
15675337,1,Better rates elsewhere,2023-10
15589017,1,Too many fees,2023-04
15611186,1,Better rates elsewhere,2023-01
15650026,1,Poor customer service,2023-10
15689328,1,Too many fees,2023-10
15620756,1,Moved to another country,2023-10
15611331,1,Moved to another country,2024-01
15576935,1,Better rates elsewhere,2023-01
15661275,1,Moved to another country,2024-04
15768471,1,Product not suitable,2024-01
15608338,1,Digital experience issues,2023-01
15623219,1,Digital experience issues,2024-04
15773276,1,Better rates elsewhere,2023-01
15621550,1,Poor customer service,2024-01
15755241,1,Better rates elsewhere,2023-10
15591169,1,Digital experience issues,2023-04
15766427,1,Digital experience issues,2024-04
15790810,1,Poor customer service,2023-10
15687421,1,Poor customer service,2023-01
15686835,1,Better rates elsewhere,2023-04
15746012,1,Too many fees,2023-07
15615797,1,Poor customer service,2023-07
15793455,1,Digital experience issues,2023-01
15814468,1,Digital experience issues,2024-04
15566312,1,Better rates elsewhere,2024-01
15739972,1,Poor customer service,2023-07
15576196,1,Better rates elsewhere,2023-07
15693764,1,Better rates elsewhere,2023-10
15708534,1,Moved to another country,2023-07
15640686,1,Better rates elsewhere,2024-04
15588904,1,Better rates elsewhere,2023-01
15768763,1,Poor customer service,2023-10
15642162,1,Too many fees,2024-04
15584090,1,Peer recommendation,2024-04
15582033,1,Too many fees,2024-01
15738501,1,Better rates elsewhere,2023-07
15736126,1,Peer recommendation,2023-10
15745399,1,Better rates elsewhere,2024-01
15657829,1,Too many fees,2023-01
15598982,1,Digital experience issues,2023-04
15782608,1,Peer recommendation,2023-04
15577423,1,Digital experience issues,2024-01
15583371,1,Better rates elsewhere,2023-07
15772559,1,Poor customer service,2023-07
15625706,1,Better rates elsewhere,2023-01
15591512,1,Moved to another country,2023-10
15763683,1,Moved to another country,2023-10
15641782,1,Better rates elsewhere,2024-04
15588419,1,Better rates elsewhere,2023-01
15566030,1,Digital experience issues,2024-04
15704160,1,Moved to another country,2023-01
15640852,1,Better rates elsewhere,2024-01
15789313,1,Too many fees,2023-10
15793688,1,Moved to another country,2024-04
15761053,1,Better rates elsewhere,2023-07
15702095,1,Moved to another country,2023-04
15700801,1,Poor customer service,2023-01
15643916,1,Digital experience issues,2023-07
15720636,1,Too many fees,2023-04
15795275,1,Poor customer service,2024-01
15571869,1,Moved to another country,2024-01
15743293,1,Peer recommendation,2023-01
15604093,1,Better rates elsewhere,2023-07
15749328,1,Product not suitable,2023-01
15617331,1,Too many fees,2023-10
15607526,1,Moved to another country,2024-01
15612207,1,Better rates elsewhere,2023-07
15650538,1,Moved to another country,2024-01
15797475,1,Better rates elsewhere,2023-01
15737104,1,Too many fees,2023-04
15593425,1,Too many fees,2023-01
15604706,1,Peer recommendation,2023-10
15747534,1,Moved to another country,2024-04
15651883,1,Digital experience issues,2023-01
15598744,1,Moved to another country,2023-10
15808544,1,Poor customer service,2024-01
15654531,1,Poor customer service,2023-01
15739578,1,Better rates elsewhere,2023-04
15697360,1,Moved to another country,2023-07
15655213,1,Too many fees,2023-07
15710365,1,Digital experience issues,2023-01
15746199,1,Poor customer service,2023-07
15729110,1,Better rates elsewhere,2023-07
15777873,1,Too many fees,2024-01
15797900,1,Better rates elsewhere,2023-04
15746333,1,Better rates elsewhere,2024-04
15792668,1,Poor customer service,2024-01
15583863,1,Peer recommendation,2024-01
15681878,1,Poor customer service,2023-01
15735909,1,Better rates elsewhere,2023-07
15587647,1,Product not suitable,2023-01
15666711,1,Better rates elsewhere,2023-04
15586674,1,Digital experience issues,2024-04
15756625,1,Poor customer service,2023-10
15633213,1,Moved to another country,2023-04
15610416,1,Too many fees,2023-01
15619608,1,Poor customer service,2023-10
15723318,1,Moved to another country,2023-10
15717328,1,Better rates elsewhere,2024-04
15771299,1,Better rates elsewhere,2023-10
15616213,1,Better rates elsewhere,2023-01
15690546,1,Product not suitable,2023-01
15735636,1,Moved to another country,2023-04
15659567,1,Too many fees,2024-01
15593510,1,Better rates elsewhere,2023-10
15569432,1,Moved to another country,2023-01
15751455,1,Better rates elsewhere,2023-07
15587066,1,Better rates elsewhere,2024-01
15657809,1,Peer recommendation,2023-01
15611669,1,Digital experience issues,2024-01
15692575,1,Peer recommendation,2023-04
15776947,1,Better rates elsewhere,2024-04
15594515,1,Poor customer service,2023-04
15605059,1,Better rates elsewhere,2023-07
15662243,1,Better rates elsewhere,2023-01
15593128,1,Digital experience issues,2023-04
15704209,1,Better rates elsewhere,2024-04
15708265,1,Too many fees,2023-07
15760216,1,Better rates elsewhere,2024-04
15696989,1,Product not suitable,2024-04
15738715,1,Moved to another country,2024-04
15737814,1,Better rates elsewhere,2024-04
15629299,1,Peer recommendation,2024-01
15785654,1,Too many fees,2023-10
15797381,1,Better rates elsewhere,2023-07
15654457,1,Digital experience issues,2023-07
15658067,1,Better rates elsewhere,2024-04
15665283,1,Poor customer service,2024-01
15636592,1,Too many fees,2024-01
15673877,1,Too many fees,2024-01
15760865,1,Too many fees,2023-10
15705009,1,Digital experience issues,2024-04
15694765,1,Better rates elsewhere,2024-01
15650488,1,Poor customer service,2023-10
15700263,1,Too many fees,2023-10
15710087,1,Moved to another country,2024-01
15679884,1,Product not suitable,2024-04
15784180,1,Digital experience issues,2023-07
15804853,1,Moved to another country,2023-04
15651627,1,Moved to another country,2023-01
15803750,1,Better rates elsewhere,2023-07
15738889,1,Too many fees,2024-04
15569249,1,Poor customer service,2024-04
15706232,1,Digital experience issues,2024-04
15770039,1,Better rates elsewhere,2023-10
15622631,1,Peer recommendation,2023-01
15752801,1,Product not suitable,2024-04
15808175,1,Product not suitable,2024-04
15640074,1,Too many fees,2023-01
15776156,1,Better rates elsewhere,2023-04
15715750,1,Digital experience issues,2023-04
15638610,1,Peer recommendation,2024-04
15767729,1,Better rates elsewhere,2023-10
15768600,1,Better rates elsewhere,2023-01
15796813,1,Peer recommendation,2023-07
15711446,1,Poor customer service,2023-10
15672432,1,Too many fees,2023-10
15580914,1,Peer recommendation,2023-10
15767264,1,Better rates elsewhere,2024-01
15789611,1,Too many fees,2023-07
15597709,1,Better rates elsewhere,2024-01
15815271,1,Poor customer service,2024-01
15671769,1,Digital experience issues,2024-01
15730793,1,Moved to another country,2024-01
15719940,1,Digital experience issues,2024-04
15571415,1,Too many fees,2024-01
15600975,1,Poor customer service,2023-10
15763108,1,Poor customer service,2023-04
15644453,1,Better rates elsewhere,2023-04
15783883,1,Too many fees,2024-01
15787693,1,Better rates elsewhere,2024-01
15642391,1,Too many fees,2023-01
15815040,1,Product not suitable,2023-01
15788776,1,Moved to another country,2023-07
15765257,1,Poor customer service,2024-01
15694666,1,Moved to another country,2024-04
15689781,1,Moved to another country,2023-07
15809837,1,Better rates elsewhere,2023-10
15654859,1,Better rates elsewhere,2024-04
15577515,1,Digital experience issues,2023-10
15737998,1,Poor customer service,2023-04
15609070,1,Better rates elsewhere,2024-01
15591010,1,Too many fees,2024-04
15798895,1,Too many fees,2023-04
15709252,1,Poor customer service,2024-04
15621423,1,Product not suitable,2023-04
15664615,1,Product not suitable,2023-07
15788131,1,Poor customer service,2023-07
15638989,1,Better rates elsewhere,2023-04
15623210,1,Poor customer service,2023-10
15730287,1,Too many fees,2023-01
15761554,1,Product not suitable,2023-01
15729771,1,Moved to another country,2023-01
15566495,1,Better rates elsewhere,2023-07
15707602,1,Too many fees,2024-04
15594133,1,Poor customer service,2023-10
15772329,1,Moved to another country,2023-10
15701687,1,Poor customer service,2023-04
15663194,1,Better rates elsewhere,2023-10
15736510,1,Moved to another country,2024-01
15734649,1,Too many fees,2023-01
15632503,1,Poor customer service,2023-10
15648681,1,Better rates elsewhere,2024-04
15747757,1,Better rates elsewhere,2023-10
15762716,1,Moved to another country,2023-07
15675926,1,Better rates elsewhere,2023-10
15735572,1,Product not suitable,2023-04
15567860,1,Poor customer service,2023-01
15611318,1,Digital experience issues,2023-07
15618703,1,Better rates elsewhere,2023-04
15740487,1,Product not suitable,2023-04
15686670,1,Product not suitable,2024-04
15811690,1,Too many fees,2024-01
15734008,1,Digital experience issues,2024-01
15721507,1,Poor customer service,2023-01
15810723,1,Too many fees,2024-04
15617065,1,Moved to another country,2023-04
15689786,1,Poor customer service,2023-04
15646082,1,Too many fees,2023-07
15796111,1,Poor customer service,2023-10
15670646,1,Better rates elsewhere,2023-10
15815095,1,Moved to another country,2023-07
15736420,1,Better rates elsewhere,2024-04
15797767,1,Moved to another country,2024-04
15586479,1,Too many fees,2023-01
15593178,1,Poor customer service,2023-10
15696287,1,Digital experience issues,2023-01
15573077,1,Poor customer service,2023-01
15672912,1,Poor customer service,2023-01
15808386,1,Too many fees,2023-10
15603565,1,Digital experience issues,2023-10
15744044,1,Better rates elsewhere,2023-10
15577771,1,Digital experience issues,2024-01
15802071,1,Better rates elsewhere,2023-07
15779492,1,Too many fees,2023-01
15625501,1,Better rates elsewhere,2023-01
15640521,1,Moved to another country,2023-01
15790630,1,Moved to another country,2023-04
15671293,1,Better rates elsewhere,2023-01
15647898,1,Peer recommendation,2023-04
15671534,1,Better rates elsewhere,2023-10
15630592,1,Poor customer service,2023-10
15593834,1,Moved to another country,2023-04
15702571,1,Digital experience issues,2023-10
15748499,1,Poor customer service,2023-01
15668889,1,Moved to another country,2023-01
15569682,1,Moved to another country,2023-10
15799859,1,Poor customer service,2023-07
15646190,1,Product not suitable,2023-01
15784526,1,Better rates elsewhere,2023-01
15785367,1,Better rates elsewhere,2023-10
15776545,1,Poor customer service,2023-04
15790113,1,Better rates elsewhere,2024-01
15697844,1,Poor customer service,2024-01
15587038,1,Moved to another country,2023-10
15700300,1,Better rates elsewhere,2024-01
15642001,1,Moved to another country,2023-07
15715907,1,Better rates elsewhere,2023-04
15771409,1,Too many fees,2023-01
15729718,1,Poor customer service,2024-01
15592773,1,Moved to another country,2024-04
15590234,1,Moved to another country,2024-04
15785705,1,Better rates elsewhere,2023-04
15569917,1,Product not suitable,2023-04
15757306,1,Poor customer service,2023-07
15642098,1,Product not suitable,2023-04
15759387,1,Too many fees,2023-10
15623369,1,Better rates elsewhere,2023-07
15732943,1,Moved to another country,2023-04
15750545,1,Too many fees,2023-10
15791944,1,Poor customer service,2024-01
15768342,1,Better rates elsewhere,2023-04
15781975,1,Better rates elsewhere,2023-07
15580579,1,Better rates elsewhere,2024-01
15568819,1,Moved to another country,2024-04
15613699,1,Too many fees,2023-07
15609758,1,Better rates elsewhere,2023-04
15712483,1,Better rates elsewhere,2023-04
15636454,1,Too many fees,2024-04
15591107,1,Better rates elsewhere,2023-10
15727811,1,Poor customer service,2024-04
15673238,1,Poor customer service,2023-07
15788215,1,Better rates elsewhere,2024-01
15666297,1,Poor customer service,2023-01
15701738,1,Moved to another country,2024-01
15650591,1,Better rates elsewhere,2023-10
15615296,1,Better rates elsewhere,2024-04
15690169,1,Digital experience issues,2023-07
15633608,1,Peer recommendation,2024-01
15776494,1,Product not suitable,2023-10
15592412,1,Poor customer service,2023-10
15629985,1,Moved to another country,2023-07
15679453,1,Poor customer service,2023-10
15691513,1,Poor customer service,2024-01
15702801,1,Too many fees,2024-04
15647306,1,Moved to another country,2023-07
15763029,1,Poor customer service,2024-04
15582129,1,Peer recommendation,2023-04
15670898,1,Peer recommendation,2024-01
15673591,1,Peer recommendation,2023-01
15681007,1,Product not suitable,2024-04
15629273,1,Product not suitable,2023-04
15596013,1,Poor customer service,2024-01
15774936,1,Peer recommendation,2024-04
15566563,1,Poor customer service,2024-01
15725906,1,Digital experience issues,2024-04
15585287,1,Moved to another country,2023-01
15781619,1,Poor customer service,2023-01
15692291,1,Better rates elsewhere,2024-04
15806389,1,Better rates elsewhere,2024-04
15641860,1,Better rates elsewhere,2023-07
15751177,1,Too many fees,2023-10
15748660,1,Poor customer service,2024-01
15614168,1,Better rates elsewhere,2023-04
15679818,1,Poor customer service,2023-01
15681332,1,Too many fees,2023-04
15795759,1,Poor customer service,2024-04
15798844,1,Product not suitable,2023-10
15649033,1,Moved to another country,2024-04
15780989,1,Moved to another country,2024-04
15592751,1,Moved to another country,2023-10
15761018,1,Digital experience issues,2023-04
15802758,1,Product not suitable,2023-07
15647838,1,Digital experience issues,2023-07
15664849,1,Too many fees,2024-04
15797165,1,Too many fees,2024-04
15678497,1,Better rates elsewhere,2023-01
15789563,1,Poor customer service,2023-07
15766288,1,Product not suitable,2024-04
15651581,1,Digital experience issues,2023-10
15746674,1,Too many fees,2023-07
15693771,1,Better rates elsewhere,2023-01
15757607,1,Better rates elsewhere,2024-04
15793070,1,Digital experience issues,2023-01
15760456,1,Moved to another country,2024-04
15732061,1,Better rates elsewhere,2024-04
15616530,1,Moved to another country,2023-07
15718281,1,Poor customer service,2023-10
15653275,1,Poor customer service,2023-07
15570931,1,Moved to another country,2023-10
15803538,1,Digital experience issues,2023-04
15732644,1,Digital experience issues,2024-01
15713426,1,Moved to another country,2024-04
15775886,1,Poor customer service,2024-01
15661409,1,Peer recommendation,2023-01
15774250,1,Too many fees,2023-01
15681476,1,Digital experience issues,2024-01
15617486,1,Peer recommendation,2024-01
15623630,1,Better rates elsewhere,2024-01
15645404,1,Too many fees,2024-04
15652030,1,Too many fees,2023-01
15722632,1,Better rates elsewhere,2023-10
15713440,1,Poor customer service,2023-10
15772482,1,Better rates elsewhere,2024-01
15595426,1,Poor customer service,2023-01
15791513,1,Better rates elsewhere,2023-07
15787756,1,Product not suitable,2024-04
15616676,1,Better rates elsewhere,2023-07
15665180,1,Moved to another country,2023-07
15769412,1,Moved to another country,2023-01
15578141,1,Too many fees,2023-10
15701439,1,Better rates elsewhere,2024-01
15785352,1,Better rates elsewhere,2023-01
15717489,1,Poor customer service,2024-01
15808868,1,Moved to another country,2024-04
15697801,1,Poor customer service,2023-04
15686236,1,Digital experience issues,2023-01
15736078,1,Poor customer service,2023-07
15776596,1,Poor customer service,2023-04
15812607,1,Better rates elsewhere,2023-07
15690829,1,Product not suitable,2024-04
15688849,1,Product not suitable,2023-01
15661473,1,Poor customer service,2023-01
15745250,1,Poor customer service,2023-04
15590349,1,Moved to another country,2023-04
15815656,1,Poor customer service,2024-01
15584620,1,Peer recommendation,2024-04
15706557,1,Better rates elsewhere,2023-04
15594391,1,Moved to another country,2024-01
15588955,1,Moved to another country,2024-01
15740223,1,Better rates elsewhere,2024-04
15635116,1,Too many fees,2024-04
15777901,1,Poor customer service,2024-04
15639117,1,Peer recommendation,2023-04
15586236,1,Better rates elsewhere,2024-04
15603749,1,Better rates elsewhere,2024-04
15733872,1,Better rates elsewhere,2023-10
15602647,1,Digital experience issues,2023-04
15623063,1,Poor customer service,2023-01
15603096,1,Moved to another country,2023-04
15814675,1,Poor customer service,2023-04
15692106,1,Product not suitable,2024-01
15791533,1,Peer recommendation,2024-01
15572050,1,Better rates elsewhere,2024-04
15641366,1,Poor customer service,2024-04
15588859,1,Digital experience issues,2023-10
15605916,1,Too many fees,2023-07
15644179,1,Product not suitable,2023-10
15733888,1,Poor customer service,2024-04
15577359,1,Moved to another country,2024-04
15621004,1,Better rates elsewhere,2024-04
15743236,1,Poor customer service,2023-04
15727177,1,Moved to another country,2023-01
15774358,1,Poor customer service,2023-07
15804142,1,Moved to another country,2024-01
15670528,1,Better rates elsewhere,2023-07
15677796,1,Digital experience issues,2023-07
15708504,1,Product not suitable,2023-07
15790455,1,Better rates elsewhere,2024-01
15746515,1,Product not suitable,2024-01
15618562,1,Product not suitable,2023-01
15636736,1,Peer recommendation,2023-10
15605534,1,Product not suitable,2023-07
15792473,1,Product not suitable,2023-07
15766017,1,Poor customer service,2024-01
15605698,1,Digital experience issues,2023-07
15777060,1,Better rates elsewhere,2023-10
15589698,1,Moved to another country,2023-07
15610343,1,Better rates elsewhere,2023-04
15788480,1,Better rates elsewhere,2023-07
15591698,1,Better rates elsewhere,2024-01
15712813,1,Poor customer service,2023-07
15757759,1,Too many fees,2023-04
15796230,1,Poor customer service,2023-01
15611729,1,Poor customer service,2023-07
15641413,1,Too many fees,2023-10
15753840,1,Better rates elsewhere,2024-01
15717286,1,Better rates elsewhere,2024-04
15577107,1,Too many fees,2024-04
15677336,1,Moved to another country,2024-04
15684395,1,Poor customer service,2023-07
15637690,1,Product not suitable,2023-01
15632882,1,Too many fees,2023-04
15661034,1,Peer recommendation,2024-01
15646720,1,Better rates elsewhere,2024-01
15704657,1,Poor customer service,2023-01
15701319,1,Too many fees,2024-01
15745266,1,Digital experience issues,2023-04
15806570,1,Too many fees,2023-07
15755521,1,Too many fees,2023-04
15641158,1,Poor customer service,2024-01
15752507,1,Better rates elsewhere,2024-04
15655082,1,Too many fees,2023-04
15720155,1,Poor customer service,2023-07
15582116,1,Better rates elsewhere,2023-07
15663134,1,Poor customer service,2024-04
15766683,1,Poor customer service,2023-07
15575147,1,Better rates elsewhere,2023-07
15756321,1,Product not suitable,2023-10
15706799,1,Too many fees,2024-01
15775703,1,Too many fees,2024-01
15806771,1,Moved to another country,2024-01
15582519,1,Poor customer service,2023-07
15755330,1,Poor customer service,2024-01
15605072,1,Digital experience issues,2023-10
15692142,1,Too many fees,2023-04
15717191,1,Better rates elsewhere,2024-04
15601410,1,Digital experience issues,2023-01
15684669,1,Better rates elsewhere,2024-04
15658982,1,Moved to another country,2023-04
15661162,1,Better rates elsewhere,2024-01
15601569,1,Product not suitable,2023-01
15612478,1,Moved to another country,2023-01
15574830,1,Peer recommendation,2024-04
15685947,1,Too many fees,2023-01
15601012,1,Digital experience issues,2023-04
15567506,1,Better rates elsewhere,2023-10
15794360,1,Peer recommendation,2024-01
15585985,1,Poor customer service,2023-10
15727619,1,Better rates elsewhere,2023-04
15801436,1,Poor customer service,2023-04
15743245,1,Poor customer service,2024-01
15769353,1,Better rates elsewhere,2024-01
15677288,1,Too many fees,2023-01
15567778,1,Poor customer service,2024-04
15663987,1,Better rates elsewhere,2023-01
15780805,1,Better rates elsewhere,2023-10
15754940,1,Better rates elsewhere,2023-07
15702601,1,Too many fees,2023-04
15709016,1,Better rates elsewhere,2023-04
15699095,1,Peer recommendation,2023-07
15647292,1,Peer recommendation,2023-01
15728838,1,Moved to another country,2023-07
15749068,1,Better rates elsewhere,2024-01
15622985,1,Poor customer service,2024-04
15569976,1,Better rates elsewhere,2023-10
15737047,1,Too many fees,2023-04
15633194,1,Poor customer service,2023-04
15668774,1,Digital experience issues,2024-01
15659694,1,Peer recommendation,2023-01
15755405,1,Product not suitable,2024-01
15702541,1,Better rates elsewhere,2023-07
15581893,1,Poor customer service,2023-10
15672447,1,Better rates elsewhere,2023-04
15608701,1,Poor customer service,2023-04
15582892,1,Better rates elsewhere,2024-01
15749103,1,Moved to another country,2024-01
15683053,1,Poor customer service,2023-10
15684316,1,Digital experience issues,2023-04
15637599,1,Poor customer service,2023-01
15689526,1,Too many fees,2024-01
15707637,1,Digital experience issues,2024-01
15719426,1,Better rates elsewhere,2023-07
15753092,1,Better rates elsewhere,2023-04
15782939,1,Better rates elsewhere,2023-01
15599329,1,Too many fees,2024-01
15778418,1,Better rates elsewhere,2023-07
15659092,1,Product not suitable,2023-04
15717770,1,Poor customer service,2023-07
15754443,1,Peer recommendation,2023-10
15627298,1,Too many fees,2023-04
15803202,1,Moved to another country,2023-07
15570289,1,Poor customer service,2024-04
15714241,1,Peer recommendation,2024-01
15642530,1,Digital experience issues,2023-10
15691906,1,Poor customer service,2024-01
15673971,1,Better rates elsewhere,2024-04
15697510,1,Product not suitable,2023-04
15784923,1,Moved to another country,2023-04
15738088,1,Poor customer service,2023-07
15765173,1,Digital experience issues,2023-04
15665159,1,Better rates elsewhere,2023-10
15677310,1,Digital experience issues,2023-01
15669782,1,Better rates elsewhere,2023-10
15617052,1,Better rates elsewhere,2023-10
15590810,1,Moved to another country,2024-04
15578671,1,Poor customer service,2023-10
15716608,1,Better rates elsewhere,2023-04
15606115,1,Peer recommendation,2023-10
15669783,1,Product not suitable,2024-04
15624993,1,Better rates elsewhere,2024-04
15710034,1,Poor customer service,2023-04
15797081,1,Poor customer service,2023-01
15810444,1,Poor customer service,2023-07
15809736,1,Digital experience issues,2023-10
15731148,1,Better rates elsewhere,2023-10
15590201,1,Digital experience issues,2023-04
15800031,1,Better rates elsewhere,2023-04
15769246,1,Better rates elsewhere,2023-07
15781129,1,Better rates elsewhere,2023-04
15789560,1,Moved to another country,2023-07
15712807,1,Digital experience issues,2023-01
15675794,1,Product not suitable,2023-01
15603764,1,Too many fees,2024-01
15749583,1,Better rates elsewhere,2024-04
15768233,1,Peer recommendation,2024-01
15788723,1,Moved to another country,2023-10
15740442,1,Moved to another country,2023-01
15737735,1,Digital experience issues,2023-04
15744873,1,Moved to another country,2023-01
15804962,1,Poor customer service,2023-10
15578787,1,Peer recommendation,2023-07
15570002,1,Too many fees,2023-04
15761487,1,Better rates elsewhere,2024-01
15700394,1,Peer recommendation,2023-01
15585066,1,Better rates elsewhere,2024-04
15722991,1,Too many fees,2023-10
15662501,1,Moved to another country,2023-01
15713975,1,Better rates elsewhere,2023-01
15592925,1,Too many fees,2024-04
15581626,1,Too many fees,2023-10
15641319,1,Poor customer service,2023-01
15657957,1,Better rates elsewhere,2024-04
15796993,1,Moved to another country,2024-01
15698902,1,Better rates elsewhere,2024-04
15776936,1,Moved to another country,2024-01
15786463,1,Product not suitable,2023-07
15654772,1,Too many fees,2024-01
15799635,1,Product not suitable,2023-04
15772337,1,Too many fees,2024-04
15792862,1,Poor customer service,2024-01
15657349,1,Better rates elsewhere,2023-07
15653347,1,Peer recommendation,2023-01
15749951,1,Better rates elsewhere,2023-07
15597949,1,Better rates elsewhere,2023-01
15645323,1,Product not suitable,2023-10
15793311,1,Too many fees,2023-04
15770474,1,Poor customer service,2023-01
15753110,1,Poor customer service,2023-01
15777459,1,Poor customer service,2024-01
15611058,1,Digital experience issues,2023-07
15635942,1,Moved to another country,2024-01
15705448,1,Moved to another country,2024-01
15593499,1,Better rates elsewhere,2024-04
15608246,1,Too many fees,2024-01
15736250,1,Too many fees,2023-10
15683339,1,Better rates elsewhere,2024-01
15663650,1,Too many fees,2023-07
15576065,1,Better rates elsewhere,2023-04
15604138,1,Digital experience issues,2024-01
15666095,1,Digital experience issues,2023-04
15643487,1,Digital experience issues,2024-04
15764033,1,Better rates elsewhere,2024-04
15747288,1,Better rates elsewhere,2023-07
15664432,1,Poor customer service,2023-01
15771668,1,Moved to another country,2024-04
15636977,1,Poor customer service,2023-04
15679551,1,Better rates elsewhere,2023-01
15606097,1,Digital experience issues,2024-01
15612103,1,Moved to another country,2023-10
15653572,1,Poor customer service,2024-01
15710315,1,Poor customer service,2023-10
15609083,1,Poor customer service,2023-04
15774401,1,Product not suitable,2023-07
15611767,1,Too many fees,2023-01
15643770,1,Poor customer service,2023-10
15792650,1,Moved to another country,2024-01
15812893,1,Digital experience issues,2023-04
15624180,1,Too many fees,2023-04
15806318,1,Too many fees,2023-10
15600399,1,Better rates elsewhere,2023-01
15576216,1,Too many fees,2023-10
15635364,1,Better rates elsewhere,2023-10
15766044,1,Better rates elsewhere,2023-04
15655175,1,Poor customer service,2023-01
15622033,1,Moved to another country,2023-01
15667438,1,Product not suitable,2023-01
15623989,1,Too many fees,2023-01
15586523,1,Poor customer service,2023-07
15766826,1,Better rates elsewhere,2023-01
15608381,1,Too many fees,2023-01
15645371,1,Better rates elsewhere,2023-10
15766355,1,Better rates elsewhere,2024-01
15585249,1,Moved to another country,2023-07
15686099,1,Too many fees,2023-10
15815316,1,Peer recommendation,2023-10
15601787,1,Poor customer service,2023-04
15638882,1,Moved to another country,2023-10
15797751,1,Moved to another country,2024-04
15734711,1,Moved to another country,2023-04
15814405,1,Peer recommendation,2023-07
15606944,1,Poor customer service,2024-04
15785024,1,Better rates elsewhere,2024-01
15732438,1,Better rates elsewhere,2024-04
15641389,1,Better rates elsewhere,2023-04
15657306,1,Too many fees,2023-10
15686242,1,Moved to another country,2023-01
15686060,1,Digital experience issues,2024-01
15601857,1,Digital experience issues,2023-04
15807900,1,Peer recommendation,2023-04
15796115,1,Poor customer service,2024-04
15632280,1,Moved to another country,2024-01
15675518,1,Product not suitable,2024-01
15641175,1,Digital experience issues,2023-04
15584156,1,Moved to another country,2023-07
15687001,1,Poor customer service,2024-01
15731951,1,Too many fees,2023-01
15810390,1,Too many fees,2023-01
15571586,1,Better rates elsewhere,2023-01
15592716,1,Product not suitable,2023-07
15690733,1,Moved to another country,2023-04
15592104,1,Better rates elsewhere,2023-01
15651900,1,Better rates elsewhere,2024-01
15599211,1,Peer recommendation,2023-04
15777907,1,Digital experience issues,2023-07
15775192,1,Poor customer service,2024-01
15688951,1,Digital experience issues,2024-01
15566378,1,Moved to another country,2023-01
15699415,1,Better rates elsewhere,2024-04
15682868,1,Better rates elsewhere,2023-04
15733361,1,Moved to another country,2024-04
15632051,1,Digital experience issues,2023-01
15590337,1,Better rates elsewhere,2023-10
15634551,1,Peer recommendation,2023-10
15593778,1,Moved to another country,2023-07
15655360,1,Better rates elsewhere,2023-04
15780909,1,Better rates elsewhere,2023-10
15801411,1,Peer recommendation,2024-04
15658409,1,Poor customer service,2023-04
15752294,1,Better rates elsewhere,2023-01
15743193,1,Digital experience issues,2023-10
15716085,1,Poor customer service,2023-01
15641688,1,Digital experience issues,2023-07
15807120,1,Poor customer service,2024-04
15608588,1,Better rates elsewhere,2023-07
15570533,1,Moved to another country,2023-10
15603135,1,Better rates elsewhere,2024-01
